fips,65yrs,minority,black,hispanic,population,perc_65yrs,perc_minority,perc_black,perc_hispanic,poverty,perc_poverty,income,risk_flu,perc_rural_pop,perc_urban_pop
28053,1428,6263,6110,307,8064,0.177083,0.776662,0.757688,0.038070,3015,37.000000,28542,-0.721840,49.800000,50.200000
28055,221,864,846,22,1327,0.166541,0.651093,0.637528,0.016579,409,40.500000,26936,-0.980160,100.000000,0.000000
28057,4213,2104,1627,398,23390,0.180120,0.089953,0.069560,0.017016,3066,13.700000,45720,-0.600630,86.300000,13.700000
28059,23457,38417,31159,9810,143617,0.163330,0.267496,0.216959,0.068307,25348,17.900000,51771,-0.314660,27.300000,72.700000
28061,3399,8933,8712,237,16383,0.207471,0.545260,0.531771,0.014466,3098,19.000000,36987,-0.519260,100.000000,0.000000
28063,1215,6057,5970,63,6990,0.173820,0.866524,0.854077,0.009013,2388,35.500000,28024,-0.622800,100.000000,0.000000
28065,2570,6806,6631,212,11128,0.230949,0.611610,0.595884,0.019051,2885,26.000000,31739,-0.610350,100.000000,0.000000
28067,11827,21751,20236,3197,68098,0.173676,0.319407,0.297160,0.046947,13223,19.900000,42435,-0.409350,61.400000,38.600000
28069,2037,6417,5979,92,9742,0.209095,0.658694,0.613734,0.009444,2427,27.500000,33437,-0.733390,100.000000,0.000000
28071,7211,14921,12809,1442,54019,0.133490,0.276218,0.237120,0.026694,8801,18.000000,49381,-0.467450,45.600000,54.400000
28073,9096,15421,13292,1844,63343,0.143599,0.243452,0.209842,0.029111,8666,14.000000,58377,-0.489370,50.400000,49.600000
28075,13170,34407,32756,1693,74125,0.177673,0.464175,0.441902,0.022840,18243,25.500000,40077,-0.400910,48.300000,51.700000
28077,2291,4284,4079,274,12586,0.182028,0.340378,0.324090,0.021770,2329,18.700000,40510,-0.541920,100.000000,0.000000
28079,3810,11526,9603,1105,22786,0.167208,0.505837,0.421443,0.048495,5335,25.400000,37212,-0.483650,81.200000,18.800000
28081,12956,28344,26114,2334,85436,0.151646,0.331757,0.305656,0.027319,10977,13.100000,51088,-0.445470,45.400000,54.600000
28083,4150,21664,21135,794,28183,0.147252,0.768690,0.749920,0.028173,9655,35.100000,29244,-0.532600,17.700000,82.300000
28085,5963,10962,10343,460,34153,0.174597,0.320967,0.302843,0.013469,6422,19.100000,43478,-0.543990,69.500000,30.500000
28087,9535,27668,26225,1216,58595,0.162727,0.472190,0.447564,0.020753,13276,23.100000,44348,-0.538220,42.600000,57.400000
28089,14724,45201,40683,3334,106272,0.138550,0.425333,0.382820,0.031372,9750,9.400000,75740,-0.327290,28.000000,72.000000
28091,4753,8233,7760,433,24573,0.193424,0.335043,0.315794,0.017621,6500,27.200000,36408,-0.502870,73.100000,26.900000
28093,6406,17263,16608,1401,35294,0.181504,0.489120,0.470562,0.039695,7019,20.900000,40285,-0.545530,83.400000,16.600000
28095,6954,11272,10743,477,35252,0.197265,0.319755,0.304749,0.013531,5750,16.400000,44681,-0.456310,69.600000,30.400000
28097,2168,4574,4375,144,9775,0.221790,0.467928,0.447570,0.014731,2265,22.900000,36311,-0.637220,59.800000,40.200000
28099,4682,11984,6195,650,29118,0.160794,0.411567,0.212755,0.022323,7701,26.900000,36236,-0.476320,73.900000,26.100000
28101,3585,8080,6566,410,21018,0.170568,0.384432,0.312399,0.019507,4399,21.200000,40792,-0.446130,87.100000,12.900000
28103,1733,7631,7481,152,10417,0.166363,0.732553,0.718153,0.014592,3001,29.000000,32167,-0.766990,74.000000,26.000000
28105,5953,21076,18630,859,49587,0.120052,0.425031,0.375703,0.017323,12296,27.300000,39130,-0.445260,36.400000,63.600000
28107,5584,17695,17114,758,34192,0.163313,0.517519,0.500526,0.022169,7391,21.800000,39198,-0.491560,78.900000,21.100000
28109,10601,8635,6839,1805,55535,0.190889,0.155488,0.123148,0.032502,9761,18.100000,45268,-0.428850,69.900000,30.100000
28111,2235,2542,2299,187,11973,0.186670,0.212311,0.192015,0.015618,2597,22.000000,39687,-0.587680,100.000000,0.000000
28113,6913,22070,21252,629,39288,0.175957,0.561749,0.540929,0.016010,11814,30.600000,33983,-0.534720,59.400000,40.600000
28115,4880,5867,5032,2347,32174,0.151675,0.182352,0.156400,0.072947,5185,16.500000,44297,-0.573920,84.000000,16.000000
28117,4631,4101,3603,397,25126,0.184311,0.163217,0.143397,0.015800,4808,19.800000,41281,-0.554100,76.100000,23.900000
28119,1231,4995,4868,124,6792,0.181243,0.735424,0.716726,0.018257,2604,37.600000,27767,-0.767420,57.000000,43.000000
28121,24326,37987,33467,4381,155271,0.156668,0.244650,0.215539,0.028215,14162,9.600000,66296,-0.252730,33.900000,66.100000
28123,4337,11753,10862,3335,28124,0.154210,0.417899,0.386218,0.118582,7135,25.500000,38034,-0.498040,72.200000,27.800000
28125,866,3134,3066,98,4321,0.200417,0.725295,0.709558,0.022680,1444,33.600000,28887,-0.742870,100.000000,0.000000
28127,4824,9953,9373,502,26658,0.180959,0.373359,0.351602,0.018831,5200,19.800000,38173,-0.519750,84.800000,15.200000
28129,3265,3932,3767,292,15916,0.205139,0.247047,0.236680,0.018346,2660,16.800000,46764,-0.583130,100.000000,0.000000
28131,3082,3959,3498,381,18336,0.168085,0.215914,0.190772,0.020779,3378,20.100000,44622,-0.518690,78.800000,21.200000
28133,3609,18908,18537,493,25110,0.143728,0.753007,0.738232,0.019634,7041,32.600000,31329,-0.470360,45.800000,54.200000
28135,2107,8253,7867,951,13809,0.152582,0.597654,0.569701,0.068868,3852,33.400000,32692,-0.654370,80.900000,19.100000
28137,4863,9307,8750,781,28321,0.171710,0.328625,0.308958,0.027577,4827,17.600000,48082,-0.507850,77.400000,22.600000
28139,3721,4206,3687,1065,22015,0.169021,0.191052,0.167477,0.048376,3652,16.900000,39833,-0.551000,83.800000,16.200000
28141,4024,803,493,665,19383,0.207605,0.041428,0.025435,0.034308,2912,15.200000,41455,-0.545340,100.000000,0.000000
28143,1239,7690,7474,241,9632,0.128634,0.798380,0.775955,0.025021,2599,26.500000,33143,-0.812000,66.000000,34.000000
28145,4858,5382,4427,1285,28815,0.168593,0.186778,0.153635,0.044595,3779,13.400000,46600,-0.490620,75.600000,24.400000
28147,2846,6526,6165,311,14286,0.199216,0.456811,0.431541,0.021770,3350,23.400000,33566,-0.653830,100.000000,0.000000
28149,7826,23406,22357,1002,45381,0.172451,0.515767,0.492651,0.022080,8766,19.200000,46049,-0.551310,40.900000,59.100000
28151,7324,32590,31782,761,43909,0.166800,0.742217,0.723815,0.017331,14414,32.600000,33991,-0.488640,17.500000,82.500000
28153,3556,8364,8036,322,20183,0.176188,0.414408,0.398157,0.015954,4318,21.400000,37401,-0.606350,79.600000,20.400000
28155,1739,1974,1815,145,9689,0.179482,0.203736,0.187326,0.014965,1764,18.100000,43349,-0.615390,100.000000,0.000000
28157,1536,6198,6093,89,8630,0.177984,0.718192,0.706025,0.010313,2325,30.300000,29900,-0.749050,100.000000,0.000000
28159,3680,8860,8404,249,17955,0.204957,0.493456,0.468059,0.013868,3717,21.000000,39498,-0.610600,75.900000,24.100000
28161,2545,4932,4706,207,12108,0.210192,0.407334,0.388669,0.017096,2208,18.100000,39551,-0.604660,79.300000,20.700000
28163,3808,17669,16967,2533,29690,0.128259,0.595116,0.571472,0.085315,8417,37.100000,33111,-0.466560,44.600000,55.400000
29001,3829,2145,856,653,25343,0.151087,0.084639,0.033777,0.025766,5356,23.900000,40395,-0.734240,37.900000,62.100000
29003,3434,660,205,475,17712,0.193880,0.037263,0.011574,0.026818,1429,8.200000,57459,-0.711380,61.300000,38.700000
29005,1345,134,26,76,5143,0.261521,0.026055,0.005055,0.014777,600,11.800000,49122,-0.917250,100.000000,0.000000
29007,4619,2560,1745,828,25388,0.181936,0.100835,0.068733,0.032614,3883,16.700000,44340,-0.670500,41.200000,58.800000
29009,7523,2350,239,3557,35789,0.210204,0.065663,0.006678,0.099388,6658,18.800000,42457,-0.582440,73.300000,26.700000
29011,2493,643,74,338,11754,0.212098,0.054705,0.006296,0.028756,2057,17.600000,41583,-0.757850,64.000000,36.000000
29013,3165,714,204,372,16172,0.195709,0.044150,0.012614,0.023003,2267,14.200000,45955,-0.750600,77.300000,22.700000
29015,6073,722,112,416,19443,0.312349,0.037134,0.005760,0.021396,3834,20.200000,40025,-0.709310,86.500000,13.500000
29017,2556,362,69,179,12133,0.210665,0.029836,0.005687,0.014753,1871,15.600000,44233,-0.782810,100.000000,0.000000
29019,23084,33603,17720,6387,180463,0.127915,0.186204,0.098192,0.035392,28584,16.800000,55136,-0.415440,18.800000,81.200000
29021,14600,10056,5217,5991,87364,0.167117,0.115105,0.059716,0.068575,13117,15.600000,52506,-0.474240,13.400000,86.600000
29023,8145,4203,2382,938,42478,0.191746,0.098945,0.056076,0.022082,8567,20.500000,38067,-0.551420,52.200000,47.800000
29025,1811,358,64,224,9020,0.200776,0.039690,0.007095,0.024834,1281,14.400000,47591,-0.656880,100.000000,0.000000
29027,7478,3703,2085,973,44743,0.167132,0.082762,0.046599,0.021746,4795,11.700000,53970,-0.484750,62.000000,38.000000
29029,13384,1666,311,1320,46305,0.289040,0.035979,0.006716,0.028507,5712,12.600000,48580,-0.732480,74.200000,25.800000
29031,13503,9882,6226,1947,78871,0.171204,0.125293,0.078939,0.024686,10334,13.800000,51962,-0.464280,30.500000,69.500000
29033,1917,355,159,142,8679,0.220878,0.040903,0.018320,0.016361,1060,12.300000,47049,-0.788450,64.500000,35.500000
29035,1250,256,32,172,5982,0.208960,0.042795,0.005349,0.028753,1355,22.600000,34134,-0.818740,100.000000,0.000000
29037,18334,9345,4815,4842,105780,0.173322,0.088344,0.045519,0.045774,8427,8.100000,71374,-0.476500,32.400000,67.600000
29039,3403,557,67,353,14349,0.237159,0.038818,0.004669,0.024601,2502,17.900000,37288,-0.870480,75.300000,24.700000
29041,1805,337,177,65,7426,0.243065,0.045381,0.023835,0.008753,967,13.400000,48421,-0.897210,100.000000,0.000000
29043,14225,3919,784,2763,88595,0.160562,0.044235,0.008849,0.031187,7388,8.600000,58057,-0.565460,44.800000,55.200000
29045,1459,164,28,59,6797,0.214654,0.024128,0.004119,0.008680,1001,14.900000,46832,-0.892500,100.000000,0.000000
29047,36092,34434,18227,17661,249948,0.144398,0.137765,0.072923,0.070659,17153,7.000000,68943,-0.341090,9.800000,90.200000
29049,3703,958,288,472,20387,0.181635,0.046991,0.014127,0.023152,1793,9.000000,58641,-0.504760,76.200000,23.800000
29051,13291,12498,9378,2251,76745,0.173184,0.162851,0.122197,0.029331,6362,8.900000,62817,-0.367960,29.100000,70.900000
29053,3246,1937,1243,374,17709,0.183297,0.109379,0.070190,0.021119,2242,14.000000,52513,-0.580920,53.200000,46.800000
29055,4808,770,124,506,23920,0.201003,0.032191,0.005184,0.021154,3741,15.900000,42774,-0.645400,73.300000,26.700000
29057,1805,374,40,173,7561,0.238725,0.049464,0.005290,0.022881,1245,16.800000,41381,-0.882320,100.000000,0.000000
29059,3507,646,74,378,16878,0.207785,0.038275,0.004384,0.022396,2750,16.600000,38765,-0.842100,81.900000,18.100000
29061,1751,236,59,117,8278,0.211525,0.028509,0.007127,0.014134,1212,14.900000,51255,-0.764850,100.000000,0.000000
29063,2078,1774,1483,361,12547,0.165617,0.141388,0.118196,0.028772,1470,16.000000,48920,-0.695730,62.400000,37.600000
29065,3478,703,105,298,15573,0.223335,0.045142,0.006742,0.019136,3082,20.300000,39392,-0.782210,68.600000,31.400000
29067,3283,519,60,234,13185,0.248995,0.039363,0.004551,0.017747,2593,19.700000,36762,-0.907560,79.100000,20.900000
29069,5480,4116,3096,2031,29131,0.188116,0.141293,0.106279,0.069720,7462,26.100000,37331,-0.529600,50.500000,49.500000
29071,18732,3603,1037,1936,103967,0.180173,0.034655,0.009974,0.018621,9383,9.200000,58738,-0.344060,55.600000,44.400000
29073,3396,421,83,239,14706,0.230926,0.028628,0.005644,0.016252,1697,11.800000,52282,-0.688600,80.900000,19.100000
29075,1307,197,42,123,6571,0.198904,0.029980,0.006392,0.018719,1007,15.500000,43731,-0.739210,100.000000,0.000000
29077,49105,28365,10113,11576,293086,0.167545,0.096780,0.034505,0.039497,43423,15.500000,44799,-0.402080,14.000000,86.000000
29079,2203,405,98,235,9850,0.223655,0.041117,0.009949,0.023858,1583,16.600000,40315,-0.814490,45.500000,54.500000
29081,1905,270,50,221,8352,0.228089,0.032328,0.005987,0.026461,1277,15.500000,40639,-0.828320,70.400000,29.600000
29083,4827,985,263,566,21824,0.221179,0.045134,0.012051,0.025935,3606,16.800000,44978,-0.760170,49.500000,50.500000
29085,3175,385,59,195,9544,0.332670,0.040339,0.006182,0.020432,1677,17.800000,35025,-0.911660,100.000000,0.000000
29087,1154,153,21,69,4403,0.262094,0.034749,0.004769,0.015671,572,13.300000,47191,-0.887260,100.000000,0.000000
29089,1968,862,518,169,10001,0.196780,0.086191,0.051795,0.016898,1233,13.100000,45767,-0.820310,64.100000,35.900000
29091,8062,1619,235,890,40117,0.200962,0.040357,0.005858,0.022185,8371,21.300000,36762,-0.611820,72.200000,27.800000
29093,2215,440,148,191,10125,0.218765,0.043457,0.014617,0.018864,1966,19.900000,37755,-0.698860,74.900000,25.100000
29095,108131,209769,166885,64986,703011,0.153811,0.298387,0.237386,0.092440,89787,13.000000,55864,-0.231250,3.800000,96.200000
29097,19372,11319,2808,10270,121328,0.159666,0.093293,0.023144,0.084647,19498,16.600000,46596,-0.348620,23.700000,76.300000
29099,34995,9058,2649,4704,225081,0.155477,0.040243,0.011769,0.020899,19327,8.700000,65150,-0.391630,30.200000,69.800000
29101,6969,5754,2704,2596,54062,0.128908,0.106433,0.050017,0.048019,7032,14.100000,52151,-0.588900,50.400000,49.600000
29103,877,131,23,56,3959,0.221521,0.033089,0.005810,0.014145,640,16.600000,39309,-0.891510,100.000000,0.000000
29105,6351,1617,324,918,35723,0.177785,0.045265,0.009070,0.025698,5403,15.400000,44562,-0.705230,60.500000,39.500000
29107,6194,1895,715,1024,32708,0.189373,0.057937,0.021860,0.031307,3516,11.000000,53389,-0.535750,56.900000,43.100000
29109,7075,1778,250,3033,38355,0.184461,0.046356,0.006518,0.079077,5831,15.500000,45074,-0.601600,58.700000,41.300000
29111,1835,575,309,182,9776,0.187705,0.058818,0.031608,0.018617,1405,15.400000,48179,-0.818240,100.000000,0.000000
29113,8074,2896,1184,1557,59013,0.136817,0.049074,0.020063,0.026384,6055,10.600000,62238,-0.506950,74.800000,25.200000
29115,2548,401,111,338,11920,0.213758,0.033641,0.009312,0.028356,1976,16.700000,44992,-0.776470,66.500000,33.500000
29117,2971,1012,565,311,15227,0.195114,0.066461,0.037105,0.020424,2045,15.600000,48749,-0.707160,36.600000,63.400000
29119,3561,3066,468,2603,22837,0.155931,0.134256,0.020493,0.113982,4083,17.900000,40204,-0.640700,100.000000,0.000000
29121,3444,822,371,271,15117,0.227823,0.054376,0.024542,0.017927,2064,13.900000,45440,-0.675780,67.800000,32.200000
29123,2371,435,75,279,12088,0.196145,0.035986,0.006205,0.023081,1982,16.600000,40191,-0.631660,65.500000,34.500000
29125,1916,321,60,128,8697,0.220306,0.036909,0.006899,0.014718,1205,13.900000,46371,-0.709880,100.000000,0.000000
29127,5228,2412,1420,542,28530,0.183246,0.084543,0.049772,0.018998,3686,13.500000,49393,-0.660340,24.800000,75.200000
29129,814,118,16,98,3617,0.225048,0.032624,0.004424,0.027094,439,12.200000,46014,-0.943180,100.000000,0.000000
29131,5010,953,196,549,25619,0.195558,0.037199,0.007651,0.021429,4204,16.900000,47225,-0.683380,79.800000,20.200000
29133,2393,3546,3271,323,13180,0.181563,0.269044,0.248179,0.024507,3069,26.800000,34735,-0.708880,32.700000,67.300000
29135,2610,1061,664,860,16132,0.161790,0.065770,0.041160,0.053310,1723,11.700000,57047,-0.611480,52.700000,47.300000
29137,2073,524,254,143,8644,0.239820,0.060620,0.029385,0.016543,1158,13.600000,46216,-0.759930,100.000000,0.000000
29139,2466,520,216,244,11551,0.213488,0.045018,0.018700,0.021124,1591,14.300000,48951,-0.716700,78.500000,21.500000
29141,4837,870,185,496,20627,0.234498,0.042178,0.008969,0.024046,3250,16.300000,45276,-0.704650,100.000000,0.000000
29143,3335,3191,2712,360,17076,0.195303,0.186870,0.158819,0.021082,3089,18.300000,38093,-0.558200,56.900000,43.100000
29145,10735,5592,606,3247,58236,0.184336,0.096023,0.010406,0.055756,9144,16.000000,49220,-0.553480,64.400000,35.600000
29147,3455,1333,665,400,22092,0.156391,0.060339,0.030101,0.018106,3715,19.800000,46698,-0.726840,43.400000,56.600000
29149,2496,486,43,203,10529,0.237060,0.046158,0.004084,0.019280,2468,23.800000,32720,-0.837770,80.500000,19.500000
29151,2415,251,58,120,13615,0.177378,0.018436,0.004260,0.008814,1222,9.200000,58855,-0.611570,100.000000,0.000000
29153,2684,327,17,187,9174,0.292566,0.035644,0.001853,0.020384,1962,22.000000,34367,-0.917900,100.000000,0.000000
29155,2783,4660,4127,447,15805,0.176084,0.294843,0.261120,0.028282,4664,29.100000,31831,-0.653050,49.300000,50.700000
29157,3680,670,135,471,19136,0.192308,0.035013,0.007055,0.024613,2040,10.900000,53871,-0.656300,55.600000,44.400000
29159,7244,3293,1436,3714,42339,0.171095,0.077777,0.033917,0.087721,6885,16.600000,45254,-0.462400,37.800000,62.200000
29161,7557,4139,969,1255,44573,0.169542,0.092859,0.021740,0.028156,7517,18.100000,43079,-0.626880,46.200000,53.800000
29163,3263,1839,1423,413,18302,0.178287,0.100481,0.077751,0.022566,2557,15.900000,43591,-0.666300,54.400000,45.600000
29165,15641,14914,7946,6626,104418,0.149792,0.142830,0.076098,0.063456,5925,5.800000,82567,-0.444810,15.800000,84.200000
29167,5870,1431,310,813,32149,0.182587,0.044511,0.009643,0.025289,4965,16.200000,45336,-0.746110,68.900000,31.100000
29169,4797,11448,6551,6194,52607,0.091186,0.217614,0.124527,0.117741,6350,15.200000,52532,-0.716720,44.000000,56.000000
29171,1170,114,13,116,4696,0.249148,0.024276,0.002768,0.024702,675,14.400000,40866,-0.814580,100.000000,0.000000
29173,2293,373,146,138,10309,0.222427,0.036182,0.014162,0.013386,923,9.100000,57549,-0.815620,96.100000,3.900000
29175,4249,2352,1393,533,24748,0.171691,0.095038,0.056287,0.021537,3960,17.600000,44975,-0.656510,45.200000,54.800000
29177,4343,1040,349,595,23018,0.188678,0.045182,0.015162,0.025849,2220,9.900000,58693,-0.622700,75.200000,24.800000
29179,1484,338,77,106,6270,0.236683,0.053907,0.012281,0.016906,1240,20.300000,36592,-0.897240,100.000000,0.000000
29181,2770,510,78,206,13288,0.208459,0.038380,0.005870,0.015503,3116,23.500000,32802,-0.641180,100.000000,0.000000
29183,63470,41756,21256,13754,402022,0.157877,0.103865,0.052873,0.034212,22272,5.700000,82048,-0.202300,5.800000,94.200000
29185,2590,349,69,214,9397,0.275620,0.037140,0.007343,0.022773,1669,18.200000,37013,-0.976720,100.000000,0.000000
29186,3598,596,155,224,17894,0.201073,0.033307,0.008662,0.012518,1720,9.800000,59043,-0.700890,76.100000,23.900000
29187,11173,4749,3121,1113,67215,0.166228,0.070654,0.046433,0.016559,11341,19.000000,45584,-0.479280,39.800000,60.200000
29189,184280,319435,248634,29916,994205,0.185354,0.321297,0.250083,0.030090,102720,10.500000,66992,-0.160170,1.100000,98.900000
29195,4255,2521,1226,2472,22761,0.186943,0.110760,0.053864,0.108607,3188,14.800000,43776,-0.478400,45.800000,54.200000
29197,910,94,6,81,4660,0.195279,0.020172,0.001288,0.017382,764,16.900000,39463,-0.922270,100.000000,0.000000
29199,908,93,5,54,4902,0.185231,0.018972,0.001020,0.011016,685,14.100000,42053,-0.880710,100.000000,0.000000
29201,7101,5720,4613,932,38280,0.185502,0.149425,0.120507,0.024347,7210,19.100000,44261,-0.459530,41.600000,58.400000
29203,1848,390,43,166,8166,0.226304,0.047759,0.005266,0.020328,1829,22.600000,32715,-0.911550,100.000000,0.000000
29205,1290,176,55,129,5930,0.217538,0.029680,0.009275,0.021754,834,14.300000,44564,-0.696990,100.000000,0.000000
29207,5897,970,366,534,29025,0.203170,0.033419,0.012610,0.018398,4238,14.800000,40808,-0.487080,69.800000,30.200000
29209,10098,1130,135,767,31952,0.316037,0.035366,0.004225,0.024005,4204,13.400000,46026,-0.755350,88.700000,11.300000
29211,1265,416,197,1131,6089,0.207752,0.068320,0.032353,0.185745,935,15.300000,41978,-0.796990,100.000000,0.000000
29213,12379,3635,1012,3484,55928,0.221338,0.064994,0.018095,0.062294,8367,15.400000,40887,-0.654690,43.900000,56.100000
29215,5456,1836,961,566,25398,0.214820,0.072289,0.037838,0.022285,5806,24.600000,34824,-0.749660,99.200000,0.800000
29217,4059,906,199,477,20563,0.197393,0.044060,0.009678,0.023197,3387,17.200000,42552,-0.771480,58.300000,41.700000
29219,6334,1932,821,1245,35649,0.177677,0.054195,0.023030,0.034924,3606,10.500000,62056,-0.555660,63.000000,37.000000
29221,4264,1191,612,375,24730,0.172422,0.048160,0.024747,0.015164,5145,21.700000,38591,-0.606660,80.500000,19.500000
29223,3131,521,115,231,12873,0.243222,0.040472,0.008933,0.017945,3018,23.300000,33703,-0.710290,100.000000,0.000000
29225,6229,1693,457,858,39592,0.157330,0.042761,0.011543,0.021671,5384,14.100000,51141,-0.632520,73.900000,26.100000
29227,522,52,18,37,2013,0.259314,0.025832,0.008942,0.018381,279,14.100000,43119,-0.953740,100.000000,0.000000
29229,3587,634,118,414,18289,0.196129,0.034666,0.006452,0.022637,4330,23.900000,35293,-0.719680,76.600000,23.400000
29510,43008,155927,136167,12543,300576,0.143085,0.518761,0.453020,0.041730,66858,22.800000,43263,-0.318110,0.000000,100.000000
30001,2108,530,39,520,9453,0.222998,0.056067,0.004126,0.055009,1236,13.800000,47674,-0.632010,50.200000,49.800000
30003,1775,9447,57,874,13319,0.133268,0.709287,0.004280,0.065621,3375,25.600000,40425,-0.734890,71.900000,28.100000
30005,1058,3627,25,248,6681,0.158360,0.542883,0.003742,0.037120,1393,20.800000,39237,-0.777880,100.000000,0.000000
30007,1499,261,35,183,6237,0.240340,0.041847,0.005612,0.029341,617,10.300000,52840,-0.759610,100.000000,0.000000
30009,2871,423,63,261,10725,0.267692,0.039441,0.005874,0.024336,1247,11.700000,53661,-0.660710,100.000000,0.000000
30011,327,41,3,14,1252,0.261182,0.032748,0.002396,0.011182,167,13.700000,47985,-1.024390,100.000000,0.000000
30013,15555,9427,1348,3860,81366,0.191173,0.115859,0.016567,0.047440,10607,13.400000,50054,-0.445820,19.800000,80.200000
30015,1193,1215,13,161,5635,0.211713,0.215617,0.002307,0.028571,1060,18.700000,44645,-0.742860,100.000000,0.000000
30017,2360,678,67,426,11402,0.206981,0.059463,0.005876,0.037362,1398,12.500000,50525,-0.632720,17.900000,82.100000
30019,478,98,7,54,1690,0.282840,0.057988,0.004142,0.031953,171,10.100000,44659,-0.821330,100.000000,0.000000
30021,1759,477,40,261,8613,0.204226,0.055381,0.004644,0.030303,934,11.400000,56167,-0.756930,27.600000,72.400000
30023,2242,715,46,338,9140,0.245295,0.078228,0.005033,0.036980,1346,15.900000,45641,-0.602430,33.600000,66.400000
30025,484,106,5,46,2846,0.170063,0.037245,0.001757,0.016163,266,9.200000,62029,-0.889410,100.000000,0.000000
30027,2785,499,38,243,11050,0.252036,0.045158,0.003439,0.021991,1313,12.200000,49147,-0.618560,47.400000,52.600000
30029,20994,5180,313,3131,103806,0.202243,0.049901,0.003015,0.030162,11288,11.200000,54382,-0.412930,51.500000,48.500000
30031,15030,6013,543,4558,114434,0.131342,0.052546,0.004745,0.039831,9721,9.000000,67569,-0.390200,33.500000,66.500000
30033,303,22,5,9,1258,0.240859,0.017488,0.003975,0.007154,207,16.300000,44580,-0.938570,100.000000,0.000000
30035,1733,9419,47,491,13753,0.126009,0.684869,0.003417,0.035701,3629,27.000000,37719,-0.716580,44.000000,56.000000
30037,228,61,7,40,821,0.277710,0.074300,0.008526,0.048721,150,18.900000,38782,-0.975210,100.000000,0.000000
30039,1068,131,18,82,3379,0.316070,0.038769,0.005327,0.024268,449,13.400000,48410,-0.940560,100.000000,0.000000
30041,2520,4859,95,662,16484,0.152876,0.294771,0.005763,0.040160,2151,13.500000,50136,-0.719060,40.000000,60.000000
30043,2718,638,53,359,12221,0.222404,0.052205,0.004337,0.029376,922,7.700000,68381,-0.612030,100.000000,0.000000
30045,551,47,2,39,2007,0.274539,0.023418,0.000997,0.019432,260,13.300000,50197,-0.923310,100.000000,0.000000
30047,6899,10003,163,1459,30458,0.226509,0.328419,0.005352,0.047902,5442,18.200000,44833,-0.620170,83.400000,16.600000
30049,13471,4324,333,2383,69432,0.194017,0.062277,0.004796,0.034321,7061,10.500000,63860,-0.354070,28.900000,71.100000
30051,516,85,12,19,2337,0.220796,0.036371,0.005135,0.008130,443,19.000000,42742,-0.927740,100.000000,0.000000
30053,5902,1031,89,668,19980,0.295395,0.051602,0.004454,0.033433,3964,20.300000,40602,-0.561330,79.800000,20.200000
30055,451,77,12,30,1664,0.271034,0.046274,0.007212,0.018029,235,14.200000,43650,-0.886220,100.000000,0.000000
30057,2540,312,35,375,8600,0.295349,0.036279,0.004070,0.043605,801,9.200000,53031,-0.682160,100.000000,0.000000
30059,589,59,10,34,1862,0.316327,0.031686,0.005371,0.018260,285,15.900000,44572,-0.905250,100.000000,0.000000
30061,1300,262,24,138,4397,0.295656,0.059586,0.005458,0.031385,601,14.000000,43458,-0.815890,100.000000,0.000000
30063,19337,9881,603,4094,119600,0.161681,0.082617,0.005042,0.034231,14719,12.700000,56207,-0.417440,22.300000,77.700000
30065,1281,341,36,172,4633,0.276495,0.073602,0.007770,0.037125,691,15.000000,43371,-0.785820,100.000000,0.000000
30067,3940,712,67,549,16606,0.237264,0.042876,0.004035,0.033060,1744,10.500000,61044,-0.601100,47.700000,52.300000
30069,125,17,0,11,487,0.256674,0.034908,0.000000,0.022587,83,16.200000,41009,-1.014970,100.000000,0.000000
30071,916,578,10,149,3954,0.231664,0.146181,0.002529,0.037683,608,15.200000,44730,-0.757120,100.000000,0.000000
30073,1216,1086,21,129,5911,0.205718,0.183725,0.003553,0.021824,1028,17.800000,42890,-0.679850,58.100000,41.900000
30075,466,87,2,39,1682,0.277051,0.051724,0.001189,0.023187,205,12.200000,47378,-0.893140,100.000000,0.000000
30077,1464,621,86,200,6890,0.212482,0.090131,0.012482,0.029028,950,18.100000,48966,-0.673200,54.200000,45.800000
30079,361,68,4,51,1077,0.335190,0.063138,0.003714,0.047354,144,13.500000,42754,-0.928800,100.000000,0.000000
30081,11628,1890,175,1608,43806,0.265443,0.043145,0.003995,0.036707,6628,15.500000,50055,-0.515150,84.600000,15.400000
30083,1660,717,58,598,10803,0.153661,0.066370,0.005369,0.055355,950,8.700000,67242,-0.751690,44.200000,55.800000
30085,1293,7190,49,456,11004,0.117503,0.653399,0.004453,0.041439,2763,25.400000,40179,-0.795700,39.700000,60.300000
30087,1472,3953,39,481,8937,0.164709,0.442318,0.004364,0.053821,1523,17.000000,57674,-0.672230,100.000000,0.000000
30089,3919,936,39,404,12113,0.323537,0.077272,0.003220,0.033353,1871,16.000000,39861,-0.791880,100.000000,0.000000
30091,770,232,20,138,3309,0.232699,0.070112,0.006044,0.041704,366,10.900000,51690,-0.761880,100.000000,0.000000
30093,6808,2187,244,1629,34915,0.194988,0.062638,0.006988,0.046656,5697,16.700000,47302,-0.433830,11.400000,88.600000
30095,2268,400,29,412,9642,0.235221,0.041485,0.003008,0.042730,766,8.100000,66226,-0.716240,100.000000,0.000000
30097,1025,178,15,109,3737,0.274284,0.047632,0.004014,0.029168,364,10.000000,52747,-0.789320,100.000000,0.000000
30099,1427,340,19,102,6147,0.232146,0.055312,0.003091,0.016593,941,15.800000,48368,-0.837340,100.000000,0.000000
